feature,dtype,missing_pct,is_constant,is_near_constant,is_leakage,target_corr,redundant_with,decision,reason
PREV_CC_AMT_RECIVABLE_SUM_MAX,float64,74.66,False,False,False,0.0248,PREV_CC_AMT_BALANCE_SUM_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MAX (corr=1.000); PREV_CC_AMT_RECIVABLE_SUM_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_SUM_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MEAN (corr=1.000); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MAX (corr=0.978); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MEAN (corr=0.977),keep,"missing=74.7%; target_corr=0.025; redundant_with=[PREV_CC_AMT_BALANCE_SUM_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MAX (corr=1.000); PREV_CC_AMT_RECIVABLE_SUM_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_SUM_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MEAN (corr=1.000); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MAX (corr=0.978); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MEAN (corr=0.977)] (kept, monitor for linear models)"
PREV_CC_AMT_RECIVABLE_SUM_MEAN,float64,74.66,False,False,False,0.0248,PREV_CC_AMT_BALANCE_SUM_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_SUM_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MAX (corr=1.000); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MEAN (corr=0.978); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MAX (corr=0.977),keep,"missing=74.7%; target_corr=0.025; redundant_with=[PREV_CC_AMT_BALANCE_SUM_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_SUM_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MAX (corr=1.000); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MEAN (corr=0.978); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MAX (corr=0.977)] (kept, monitor for linear models)"
PREV_CC_AMT_TOTAL_RECEIVABLE_MAX_MAX,float64,74.66,False,False,False,0.0681,PREV_CC_AMT_RECIVABLE_MAX_MAX (corr=1.000); PREV_CC_AMT_BALANCE_MAX_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MAX (corr=1.000); PREV_CC_AMT_TOTAL_RECEIVABLE_MAX_MEAN (corr=1.000); PREV_CC_AMT_RECIVABLE_MAX_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MAX_MEAN (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MEAN (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MAX (corr=0.985); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MEAN (corr=0.984),keep,"missing=74.7%; target_corr=0.068; redundant_with=[PREV_CC_AMT_RECIVABLE_MAX_MAX (corr=1.000); PREV_CC_AMT_BALANCE_MAX_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MAX (corr=1.000); PREV_CC_AMT_TOTAL_RECEIVABLE_MAX_MEAN (corr=1.000); PREV_CC_AMT_RECIVABLE_MAX_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MAX_MEAN (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MEAN (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MAX (corr=0.985); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MEAN (corr=0.984)] (kept, monitor for linear models)"
PREV_CC_AMT_TOTAL_RECEIVABLE_MAX_MEAN,float64,74.66,False,False,False,0.0679,PREV_CC_AMT_RECIVABLE_MAX_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MAX_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MEAN (corr=1.000); PREV_CC_AMT_RECIVABLE_MAX_MAX (corr=1.000); PREV_CC_AMT_BALANCE_MAX_MAX (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MAX (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MEAN (corr=0.985); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MAX (corr=0.984),keep,"missing=74.7%; target_corr=0.068; redundant_with=[PREV_CC_AMT_RECIVABLE_MAX_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MAX_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MEAN (corr=1.000); PREV_CC_AMT_RECIVABLE_MAX_MAX (corr=1.000); PREV_CC_AMT_BALANCE_MAX_MAX (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MAX (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MEAN (corr=0.985); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MAX (corr=0.984)] (kept, monitor for linear models)"
PREV_CC_AMT_TOTAL_RECEIVABLE_MEAN_MAX,float64,74.66,False,False,False,0.0852,PREV_CC_AMT_RECIVABLE_MEAN_MAX (corr=1.000); PREV_CC_AMT_BALANCE_MEAN_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MAX (corr=1.000); PREV_CC_AMT_TOTAL_RECEIVABLE_MEAN_MEAN (corr=1.000); PREV_CC_AMT_RECIVABLE_MEAN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MEAN_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MEAN (corr=1.000); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MAX (corr=0.980); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MEAN (corr=0.979),keep,"missing=74.7%; target_corr=0.085; redundant_with=[PREV_CC_AMT_RECIVABLE_MEAN_MAX (corr=1.000); PREV_CC_AMT_BALANCE_MEAN_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MAX (corr=1.000); PREV_CC_AMT_TOTAL_RECEIVABLE_MEAN_MEAN (corr=1.000); PREV_CC_AMT_RECIVABLE_MEAN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MEAN_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MEAN (corr=1.000); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MAX (corr=0.980); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MEAN (corr=0.979)] (kept, monitor for linear models)"
PREV_CC_AMT_TOTAL_RECEIVABLE_MEAN_MEAN,float64,74.66,False,False,False,0.085,PREV_CC_AMT_RECIVABLE_MEAN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MEAN_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MEAN (corr=1.000); PREV_CC_AMT_RECIVABLE_MEAN_MAX (corr=1.000); PREV_CC_AMT_BALANCE_MEAN_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MAX (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MEAN (corr=0.980); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MAX (corr=0.979),keep,"missing=74.7%; target_corr=0.085; redundant_with=[PREV_CC_AMT_RECIVABLE_MEAN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MEAN_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MEAN (corr=1.000); PREV_CC_AMT_RECIVABLE_MEAN_MAX (corr=1.000); PREV_CC_AMT_BALANCE_MEAN_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MAX (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MEAN (corr=0.980); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MAX (corr=0.979)] (kept, monitor for linear models)"
PREV_CC_AMT_TOTAL_RECEIVABLE_MIN_MAX,float64,74.66,False,False,False,0.0613,PREV_CC_AMT_RECIVABLE_MIN_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MAX (corr=1.000); PREV_CC_AMT_BALANCE_MIN_MAX (corr=0.999); PREV_CC_AMT_TOTAL_RECEIVABLE_MIN_MEAN (corr=0.999); PREV_CC_AMT_RECIVABLE_MIN_MEAN (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MEAN (corr=0.999); PREV_CC_AMT_BALANCE_MIN_MEAN (corr=0.999),keep,"missing=74.7%; target_corr=0.061; redundant_with=[PREV_CC_AMT_RECIVABLE_MIN_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MAX (corr=1.000); PREV_CC_AMT_BALANCE_MIN_MAX (corr=0.999); PREV_CC_AMT_TOTAL_RECEIVABLE_MIN_MEAN (corr=0.999); PREV_CC_AMT_RECIVABLE_MIN_MEAN (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MEAN (corr=0.999); PREV_CC_AMT_BALANCE_MIN_MEAN (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_AMT_TOTAL_RECEIVABLE_MIN_MEAN,float64,74.66,False,False,False,0.0613,PREV_CC_AMT_RECIVABLE_MIN_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MIN_MEAN (corr=0.999); PREV_CC_AMT_RECIVABLE_MIN_MAX (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MAX (corr=0.999); PREV_CC_AMT_BALANCE_MIN_MAX (corr=0.999),keep,"missing=74.7%; target_corr=0.061; redundant_with=[PREV_CC_AMT_RECIVABLE_MIN_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MIN_MEAN (corr=0.999); PREV_CC_AMT_RECIVABLE_MIN_MAX (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MAX (corr=0.999); PREV_CC_AMT_BALANCE_MIN_MAX (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_AMT_TOTAL_RECEIVABLE_STD_MAX,float64,74.86,False,False,False,0.0592,PREV_CC_AMT_RECIVABLE_STD_MAX (corr=1.000); PREV_CC_AMT_BALANCE_STD_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MAX (corr=1.000); PREV_CC_AMT_TOTAL_RECEIVABLE_STD_MEAN (corr=1.000); PREV_CC_AMT_RECIVABLE_STD_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_STD_MEAN (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MEAN (corr=0.999),keep,"missing=74.9%; target_corr=0.059; redundant_with=[PREV_CC_AMT_RECIVABLE_STD_MAX (corr=1.000); PREV_CC_AMT_BALANCE_STD_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MAX (corr=1.000); PREV_CC_AMT_TOTAL_RECEIVABLE_STD_MEAN (corr=1.000); PREV_CC_AMT_RECIVABLE_STD_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_STD_MEAN (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MEAN (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_AMT_TOTAL_RECEIVABLE_STD_MEAN,float64,74.86,False,False,False,0.0592,PREV_CC_AMT_RECIVABLE_STD_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_STD_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MEAN (corr=1.000); PREV_CC_AMT_RECIVABLE_STD_MAX (corr=1.000); PREV_CC_AMT_BALANCE_STD_MAX (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MAX (corr=0.999),keep,"missing=74.9%; target_corr=0.059; redundant_with=[PREV_CC_AMT_RECIVABLE_STD_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_STD_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MEAN (corr=1.000); PREV_CC_AMT_RECIVABLE_STD_MAX (corr=1.000); PREV_CC_AMT_BALANCE_STD_MAX (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MAX (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_AMT_TOTAL_RECEIVABLE_SUM_MAX,float64,74.66,False,False,False,0.0248,PREV_CC_AMT_RECIVABLE_SUM_MAX (corr=1.000); PREV_CC_AMT_BALANCE_SUM_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MAX (corr=1.000); PREV_CC_AMT_TOTAL_RECEIVABLE_SUM_MEAN (corr=1.000); PREV_CC_AMT_RECIVABLE_SUM_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_SUM_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MEAN (corr=1.000); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MAX (corr=0.978); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MEAN (corr=0.977),keep,"missing=74.7%; target_corr=0.025; redundant_with=[PREV_CC_AMT_RECIVABLE_SUM_MAX (corr=1.000); PREV_CC_AMT_BALANCE_SUM_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MAX (corr=1.000); PREV_CC_AMT_TOTAL_RECEIVABLE_SUM_MEAN (corr=1.000); PREV_CC_AMT_RECIVABLE_SUM_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_SUM_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MEAN (corr=1.000); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MAX (corr=0.978); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MEAN (corr=0.977)] (kept, monitor for linear models)"
PREV_CC_AMT_TOTAL_RECEIVABLE_SUM_MEAN,float64,74.66,False,False,False,0.0248,PREV_CC_AMT_RECIVABLE_SUM_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_SUM_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MEAN (corr=1.000); PREV_CC_AMT_RECIVABLE_SUM_MAX (corr=1.000); PREV_CC_AMT_BALANCE_SUM_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MAX (corr=1.000); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MEAN (corr=0.978); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MAX (corr=0.977),keep,"missing=74.7%; target_corr=0.025; redundant_with=[PREV_CC_AMT_RECIVABLE_SUM_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_SUM_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MEAN (corr=1.000); PREV_CC_AMT_RECIVABLE_SUM_MAX (corr=1.000); PREV_CC_AMT_BALANCE_SUM_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MAX (corr=1.000); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MEAN (corr=0.978); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MAX (corr=0.977)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MAX_MAX,float64,82.79,False,False,False,0.0621,PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MAX_MEAN (corr=1.000),keep,"missing=82.8%; target_corr=0.062; redundant_with=[PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MAX_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MAX_MEAN,float64,82.79,False,False,False,0.0622,,keep,missing=82.8%; target_corr=0.062
PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MEAN_MAX,float64,82.79,False,False,False,0.1069,PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MEAN_MEAN (corr=1.000),keep,"missing=82.8%; target_corr=0.107; redundant_with=[PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MEAN_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MEAN_MEAN,float64,82.79,False,False,False,0.1069,,keep,missing=82.8%; target_corr=0.107
PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MIN_MAX,float64,82.79,False,False,False,0.0277,PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MIN_MEAN (corr=0.999),keep,"missing=82.8%; target_corr=0.028; redundant_with=[PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MIN_MEAN (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MIN_MEAN,float64,82.79,False,False,False,0.0279,,keep,missing=82.8%; target_corr=0.028
PREV_CC_CNT_DRAWINGS_ATM_CURRENT_STD_MAX,float64,82.93,False,False,False,0.1019,PREV_CC_CNT_DRAWINGS_ATM_CURRENT_STD_MEAN (corr=1.000),keep,"missing=82.9%; target_corr=0.102; redundant_with=[PREV_CC_CNT_DRAWINGS_ATM_CURRENT_STD_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_ATM_CURRENT_STD_MEAN,float64,82.93,False,False,False,0.1019,,keep,missing=82.9%; target_corr=0.102
PREV_CC_CNT_DRAWINGS_ATM_CURRENT_SUM_MAX,float64,74.66,False,False,False,0.0591,PREV_CC_CNT_DRAWINGS_ATM_CURRENT_SUM_MEAN (corr=0.999),keep,"missing=74.7%; target_corr=0.059; redundant_with=[PREV_CC_CNT_DRAWINGS_ATM_CURRENT_SUM_MEAN (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_ATM_CURRENT_SUM_MEAN,float64,74.66,False,False,False,0.0591,,keep,missing=74.7%; target_corr=0.059
PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MAX,float64,74.66,False,False,False,0.0995,PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MEAN (corr=0.999),keep,"missing=74.7%; target_corr=0.100; redundant_with=[PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MEAN (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MEAN,float64,74.66,False,False,False,0.0993,,keep,missing=74.7%; target_corr=0.099
PREV_CC_CNT_DRAWINGS_CURRENT_MEAN_MAX,float64,74.66,False,False,False,0.0804,PREV_CC_CNT_DRAWINGS_CURRENT_MEAN_MEAN (corr=0.999),keep,"missing=74.7%; target_corr=0.080; redundant_with=[PREV_CC_CNT_DRAWINGS_CURRENT_MEAN_MEAN (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_CURRENT_MEAN_MEAN,float64,74.66,False,False,False,0.0804,,keep,missing=74.7%; target_corr=0.080
PREV_CC_CNT_DRAWINGS_CURRENT_MIN_MAX,float64,74.66,False,False,False,0.0256,PREV_CC_CNT_DRAWINGS_CURRENT_MIN_MEAN (corr=0.997),keep,"missing=74.7%; target_corr=0.026; redundant_with=[PREV_CC_CNT_DRAWINGS_CURRENT_MIN_MEAN (corr=0.997)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_CURRENT_MIN_MEAN,float64,74.66,False,False,False,0.026,,keep,missing=74.7%; target_corr=0.026
PREV_CC_CNT_DRAWINGS_CURRENT_STD_MAX,float64,74.86,False,False,False,0.1068,PREV_CC_CNT_DRAWINGS_CURRENT_STD_MEAN (corr=0.999); PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MAX (corr=0.962); PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MEAN (corr=0.961),keep,"missing=74.9%; target_corr=0.107; redundant_with=[PREV_CC_CNT_DRAWINGS_CURRENT_STD_MEAN (corr=0.999); PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MAX (corr=0.962); PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MEAN (corr=0.961)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_CURRENT_STD_MEAN,float64,74.86,False,False,False,0.1065,PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MEAN (corr=0.962); PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MAX (corr=0.962),keep,"missing=74.9%; target_corr=0.107; redundant_with=[PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MEAN (corr=0.962); PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MAX (corr=0.962)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_CURRENT_SUM_MAX,float64,74.66,False,False,False,0.05,PREV_CC_CNT_DRAWINGS_CURRENT_SUM_MEAN (corr=1.000),keep,"missing=74.7%; target_corr=0.050; redundant_with=[PREV_CC_CNT_DRAWINGS_CURRENT_SUM_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_CURRENT_SUM_MEAN,float64,74.66,False,False,False,0.0499,,keep,missing=74.7%; target_corr=0.050
PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_MAX_MAX,float64,82.79,False,False,False,0.001,PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_MAX_MEAN (corr=0.999),keep,"missing=82.8%; target_corr=0.001; redundant_with=[PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_MAX_MEAN (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_MAX_MEAN,float64,82.79,False,False,False,0.0008,,keep,missing=82.8%; target_corr=0.001
PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN_MAX,float64,82.79,False,False,False,0.009,PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN_MEAN (corr=1.000),keep,"missing=82.8%; target_corr=0.009; redundant_with=[PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN_MEAN,float64,82.79,False,False,False,0.009,,keep,missing=82.8%; target_corr=0.009
PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_STD_MAX,float64,82.93,False,False,False,0.0099,PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_STD_MEAN (corr=1.000),keep,"missing=82.9%; target_corr=0.010; redundant_with=[PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_STD_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_STD_MEAN,float64,82.93,False,False,False,0.0098,,keep,missing=82.9%; target_corr=0.010
PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_SUM_MAX,float64,74.66,False,False,False,0.0054,PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_SUM_MEAN (corr=1.000),keep,"missing=74.7%; target_corr=0.005; redundant_with=[PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_SUM_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_SUM_MEAN,float64,74.66,False,False,False,0.0052,,keep,missing=74.7%; target_corr=0.005
PREV_CC_CNT_DRAWINGS_POS_CURRENT_MAX_MAX,float64,82.79,False,False,False,0.057,PREV_CC_CNT_DRAWINGS_POS_CURRENT_MAX_MEAN (corr=0.999); PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MAX (corr=0.957); PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MEAN (corr=0.956),keep,"missing=82.8%; target_corr=0.057; redundant_with=[PREV_CC_CNT_DRAWINGS_POS_CURRENT_MAX_MEAN (corr=0.999); PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MAX (corr=0.957); PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MEAN (corr=0.956)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_POS_CURRENT_MAX_MEAN,float64,82.79,False,False,False,0.0568,PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MEAN (corr=0.957); PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MAX (corr=0.957),keep,"missing=82.8%; target_corr=0.057; redundant_with=[PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MEAN (corr=0.957); PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MAX (corr=0.957)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_POS_CURRENT_MEAN_MAX,float64,82.79,False,False,False,0.0435,PREV_CC_CNT_DRAWINGS_POS_CURRENT_MEAN_MEAN (corr=0.999); PREV_CC_CNT_DRAWINGS_CURRENT_MEAN_MAX (corr=0.970); PREV_CC_CNT_DRAWINGS_CURRENT_MEAN_MEAN (corr=0.969),keep,"missing=82.8%; target_corr=0.044; redundant_with=[PREV_CC_CNT_DRAWINGS_POS_CURRENT_MEAN_MEAN (corr=0.999); PREV_CC_CNT_DRAWINGS_CURRENT_MEAN_MAX (corr=0.970); PREV_CC_CNT_DRAWINGS_CURRENT_MEAN_MEAN (corr=0.969)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_POS_CURRENT_MEAN_MEAN,float64,82.79,False,False,False,0.0434,PREV_CC_CNT_DRAWINGS_CURRENT_MEAN_MEAN (corr=0.970); PREV_CC_CNT_DRAWINGS_CURRENT_MEAN_MAX (corr=0.969),keep,"missing=82.8%; target_corr=0.043; redundant_with=[PREV_CC_CNT_DRAWINGS_CURRENT_MEAN_MEAN (corr=0.970); PREV_CC_CNT_DRAWINGS_CURRENT_MEAN_MAX (corr=0.969)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_POS_CURRENT_MIN_MAX,float64,82.79,False,False,False,0.0169,PREV_CC_CNT_DRAWINGS_POS_CURRENT_MIN_MEAN (corr=0.998),keep,"missing=82.8%; target_corr=0.017; redundant_with=[PREV_CC_CNT_DRAWINGS_POS_CURRENT_MIN_MEAN (corr=0.998)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_POS_CURRENT_MIN_MEAN,float64,82.79,False,False,False,0.0171,,keep,missing=82.8%; target_corr=0.017
